i;T_Z;v_z;CX;CY;k;R;D_12;D_23;safety_radius;eta_vf;eta_apf;v_f;v_cruis;k_f;distance_12;p12_APF;p23;angle_1_APF;angle_2_APF;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;px_3;py_3;pz_3;d_3;phi_3;angle_3;v3;vx3;vy3;setPx3;setPy3;
142;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.47328338348524424;4.655578867563712;4.793235359028515;0.1316955875419842;-1.3004755323358062;-0.30337411165237427;0.03234955295920372;0.32995590567588806;0.3050939940371288;-1.464565203960204;0.1316955875419842;0.48193619573125274;0.06328556501819253;0.47776294751292764;-0.29704555515055503;0.08012584771049648;-0.01703900471329689;-0.34449175000190735;0.3047047257423401;0.34491287813156;-3.0921716435760778;-1.3004755323358062;0.5435437569500048;-0.5238051180488947;0.14514824843968757;-0.06941951651818637;-0.3299769251579386;0.298159658908844;-0.03906168416142464;0.3051183223724365;0.30070749470235203;1.7010637154524364;3.275397501003554;0.4743216469801182;-0.06327732369637247;-0.4700819131808374;0.29183192653920675;-0.08606987547950838;
143;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.4837924912068658;4.6084131125625;4.81126113083695;0.2055053230102158;-1.2964521652085663;-0.3033286929130554;0.05125172808766365;0.3236723840236664;0.3076280799542111;-1.403412925527022;0.2055053230102158;0.4670219543383117;0.09530137610605444;0.45719487480315046;-0.29379855530244997;0.09697121556797869;-0.021723084151744843;-0.3421354293823242;0.3019722104072571;0.34282436381285847;-3.0781851201441084;-1.2964521652085663;0.5637041638305422;-0.5426233651840133;0.1527162986595331;-0.07598542067014617;-0.3268637995163709;0.294168621301651;-0.0481611043214798;0.3049509525299072;0.298085004198431;1.7330760106928418;3.2942976510758686;0.4686299732683754;-0.07128433892476684;-0.4631766346325959;0.2870401874091743;-0.09447876778473939;
144;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.49909084708951373;4.566298072402109;4.819496105917368;0.29997776336366067;-1.2705681036149346;-0.306382954120636;0.07097102701663971;0.3191785216331482;0.31449547095544056;-1.3431694096469946;0.29997776336366067;0.4538244719337034;0.1341046608940687;0.4335580598401921;-0.2929724880312291;0.11432683300065892;-0.02805391512811184;-0.34330499172210693;0.30412042140960693;0.344449327906633;-3.060056644424472;-1.2705681036149346;0.5789364924439893;-0.5530400955969244;0.17121365291790844;-0.08335792468780427;-0.32618362643031606;0.29079052805900574;-0.05551573634147644;0.3059009909629822;0.2960424432245683;1.7594394614928968;3.3104505864817915;0.4660362248707405;-0.07832047975550763;-0.45940795089183917;0.282958480083455;-0.10145653143066036;
145;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.5111574780062746;4.550169010867647;4.819376150409049;0.3995606578929999;-1.231850101556625;-0.3124491274356842;0.08860794454813004;0.31854134798049927;0.3247704190229845;-1.2944602594159882;0.3995606578929999;0.44880970131582065;0.17459309730896017;0.4134578556119839;-0.29498981770478816;0.12995373010932842;-0.03936884552240372;-0.3434905707836151;0.30605271458625793;0.34573932118725026;-3.0274765557279277;-1.231850101556625;0.5837068098569191;-0.5504971391328748;0.19407869455419843;-0.09441855943569119;-0.3240827013281953;0.2871931493282318;-0.06455474346876144;0.3070349395275116;0.29435899837678764;1.7918995946811211;3.334498389031403;0.4660739753091564;-0.08935175871005681;-0.45742891652791245;0.27825797345722614;-0.11029763512155269;
146;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.5269783231373644;4.52854145201227;4.802353620948303;0.49274440290345467;-1.1544376649543246;-0.3125462532043457;0.1097552627325058;0.3101479709148407;0.3312572687346745;-1.233084143141615;0.49274440290345467;0.4421257866903767;0.20914565347501518;0.38952959693596245;-0.2916316878568442;0.14870822242610204;-0.05421338975429535;-0.3495597541332245;0.3079414665699005;0.35373876425737044;-2.987727998308931;-1.1544376649543246;0.5850719963635456;-0.5350879367413903;0.2366223592196361;-0.10772218342843438;-0.3258975182112609;0.2828572392463684;-0.07036898285150528;0.3106265366077423;0.29147900703418206;1.8146256226393722;3.3428427351688237;0.47144025064787715;-0.09423823700804985;-0.46192538858190924;0.27343341554556344;-0.1165615217096962;
147;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.5298754514481269;4.534973279694493;4.816325776767997;0.5536360634025908;-1.1073766315268712;-0.31285202503204346;0.12303559482097626;0.3062765896320343;0.33617576825167184;-1.1961043314227138;0.5536360634025908;0.44410840657125333;0.23350491684427283;0.37776676745950916;-0.2895015333476162;0.16081227156692718;-0.06948604434728622;-0.3476458191871643;0.31123173236846924;0.35452210926449645;-2.9443163589078067;-1.1073766315268712;0.5873004436084365;-0.5253573336614109;0.26252901369341874;-0.12202177771342732;-0.3213929178178224;0.2830456793308258;-0.08793264627456665;0.3054827153682709;0.2963899574356337;1.8720094178601903;3.4247574917645105;0.4670342581967723;-0.13048743093734108;-0.44843508861013764;0.2699969362370917;-0.13277615513558041;
148;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.5264651765303291;4.5533649657174164;4.797048556165122;0.5953823741111071;-1.069850581619737;-0.3119284510612488;0.13284392654895782;0.30603018403053284;0.3390381503642544;-1.1681809877448892;0.5953823741111071;0.4498014188398616;0.25226004987370654;0.37240593930288984;-0.2867024460738781;0.17008452047924683;-0.08505260944366455;-0.342227578163147;0.3110068440437317;0.35263814545308253;-2.898001329207059;-1.069850581619737;0.5760840297580014;-0.5052998678535888;0.2766674048191502;-0.13558259622902344;-0.31456083768123194;0.28421494364738464;-0.09679557383060455;0.3041140139102936;0.3002457615116024;1.8990472269580634;3.471072360692486;0.4731161255320304;-0.15307708456035676;-0.4476675936684957;0.26890723519134896;-0.14156233319745412;
149;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.5199423153289009;4.578744258569699;4.769371562925278;0.630367693275703;-1.034739139082538;-0.3105500340461731;0.14136004447937012;0.30433064699172974;0.34120959221758224;-1.1436327194483826;0.630367693275703;0.4577101541039392;0.2697935082774337;0.3697432190875258;-0.2835706832184297;0.1783343663881227;-0.10111289471387863;-0.33453500270843506;0.30788081884384155;0.34948173845646435;-2.8480737680582693;-1.034739139082538;0.5599591816203571;-0.4814132317840528;0.2859992750763083;-0.1492542178922839;-0.3059350752008042;0.2828535735607147;-0.10341038554906845;0.30868950486183167;0.3011641610741119;1.9212977948670091;3.497914861294062;0.4818814740592562;-0.16809463000251218;-0.4516126109907031;0.2660441105604635;-0.14857164664813877;
150;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.5085594147304721;4.608040161281912;4.752385038601856;0.633657473045948;-1.008983474280801;-0.3062593936920166;0.14491677284240723;0.3065008521080017;0.3388151225604599;-1.1288314517906204;0.633657473045948;0.4669045144584186;0.2764523652710439;0.3762630932707816;-0.2786141571649122;0.1825430821694854;-0.11447808891534805;-0.3260955512523651;0.3053654432296753;0.3456060494092866;-2.8039765976882944;-1.008983474280801;0.5456312277062915;-0.4617626647835713;0.29066936209420163;-0.16065435539370518;-0.297028615042945;0.2819899916648865;-0.11185035109519958;0.31094884872436523;0.3033625824640906;1.9484084409135622;3.5360160961063682;0.48727564135632384;-0.18724831696341038;-0.44986177705333774;0.26326515996854544;-0.15683652880053336;
151;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.4952804029941322;4.631693250464546;4.750163795772945;0.61214270392917;-0.9930264828207562;-0.29857373237609863;0.14536753296852112;0.31159332394599915;0.3320813052647623;-1.1177052389152315;0.61214270392917;0.4743692891424052;0.2725832225994623;0.3882326740999047;-0.2713154101161524;0.1841908003785116;-0.12431302666664124;-0.31824424862861633;0.30598875880241394;0.3416623045994592;-2.7691972956302715;-0.9930264828207562;0.5375353917997442;-0.4502841239749879;0.29357878862987047;-0.16934143906414;-0.2888863697656293;0.2814783751964569;-0.12239623814821243;0.30988314747810364;0.3069379657456394;1.980966500142674;3.586438750640111;0.4879816171299974;-0.2099877423532184;-0.4404897350883511;0.2604796009611351;-0.16644521165704754;
152;0.3;0.05;0;0;5.0;0.3;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.4822746846634657;4.654895483581971;4.728020011382188;0.5968525915196077;-0.9722900155946183;-0.29021894931793213;0.14741377532482147;0.31494736671447754;0.32551168903546523;-1.1008170160072346;0.5968525915196077;0.48171937606644727;0.27074652765573454;0.39843427944920834;-0.26314429655235866;0.18725720326974232;-0.13535548746585846;-0.30932047963142395;0.3096006512641907;0.33763925587309057;-2.729106839604851;-0.9722900155946183;0.5232349051409984;-0.4322852166587673;0.294795280518858;-0.1785840091317352;-0.27984095157953814;0.2795603275299072;-0.1275756061077118;0.3097175359725952;0.30729385285485133;1.9989131717773378;3.606162607608016;0.4950248934636718;-0.2217901491585377;-0.44255934617286435;0.25738131261405345;-0.17183154072499823;
